ds,yhat,yhat_lower,yhat_upper
2008-12-01,5.236361230183411,5.119767548475031,5.356825666788208
2009-01-01,3.521208181497142,3.3929173549555807,3.6519571478680626
2009-02-01,3.5156961897941157,3.398085991512558,3.6338591745048316
2009-03-01,5.190626806652558,5.07102387523497,5.312051240185447
2009-04-01,6.126039643015281,5.999873884808952,6.249800073702906
2009-05-01,6.416937273111573,6.297688419465194,6.537102416211763
2009-06-01,7.455606200330427,7.340289194964541,7.571723579506799
2009-07-01,7.455327225896833,7.340401688627969,7.581340835394879
2009-08-01,6.420342314884912,6.295900542249942,6.537800316225489
2009-09-01,5.18994813306172,5.068029228571441,5.301294291441231
2009-10-01,4.932585847833164,4.811026756157795,5.045457404243947
2009-11-01,4.67492152402883,4.556370083915454,4.790895610628193
2009-12-01,5.259971822441957,5.137635002115785,5.3809348567021305
2010-01-01,3.533408270076407,3.4091269814209113,3.657115385557509
2010-02-01,3.538203491982433,3.4179049299352973,3.6645426169415987
2010-03-01,5.228676643055033,5.102832621449411,5.3460472769446445
2010-04-01,6.173010631173915,6.056860776670643,6.292614309717799
2010-05-01,6.461071128244052,6.338939419824586,6.578115578402726
2010-06-01,7.500695746418668,7.376231754407502,7.628408038737593
2010-07-01,7.4956448680716345,7.373240194159918,7.617689075948967
2010-08-01,6.457151686946144,6.3386864958065585,6.570413603088148
2010-09-01,5.221978756023486,5.105552596036873,5.348895043475735
2010-10-01,4.965119476355448,4.8425777774215035,5.08830063897357
2010-11-01,4.708858396662637,4.581990769928296,4.816048627271686
2010-12-01,5.2996819129066886,5.179606216178255,5.415730294048518
2011-01-01,3.554606979448849,3.43031125111326,3.6821389050265982
2011-02-01,3.5599114011386463,3.436303303624782,3.6780520880618237
2011-03-01,5.259237964543377,5.132666007880556,5.3787838975275974
2011-04-01,6.203188981796879,6.077634499048292,6.3346206277704304
2011-05-01,6.488464886426733,6.360431854361381,6.6093107678685605
2011-06-01,7.525488339031849,7.4037118336309025,7.649750103221555
2011-07-01,7.519202921337561,7.400231811483502,7.64519461975187
2011-08-01,6.477278628813131,6.3484130895332065,6.592649164115075
2011-09-01,5.238595080744504,5.112289819707142,5.348423821074286
2011-10-01,4.984038081226259,4.862718768341092,5.100956108269997
2011-11-01,4.730698666705672,4.598802324505087,4.860685639148686
2011-12-01,5.328598975878716,5.200184996758201,5.456103029683775
2012-01-01,3.5675458742726143,3.445988534600002,3.6856187218010903
2012-02-01,3.573556144250564,3.4471185837091527,3.698137613413937
2012-03-01,5.268458371638262,5.14367748962889,5.388008179461481
2012-04-01,6.205353200053533,6.093762374654054,6.3254142435223315
2012-05-01,6.496873920585112,6.367485212232222,6.613957803628732
2012-06-01,7.52868274076062,7.407305364889226,7.646956903279891
2012-07-01,7.52981223270816,7.411852450222576,7.647113990565975
2012-08-01,6.4913057449788205,6.3670780802324645,6.612433476985635
2012-09-01,5.259808021198105,5.141155348438577,5.386874100836509
2012-10-01,4.996832755656333,4.878696946483779,5.109046996930295
2012-11-01,4.732155005597316,4.603009024686946,4.850907580201051
2012-12-01,5.3058329390428955,5.1920900473607805,5.424884581992994
2013-01-01,3.5931922717081966,3.479585037206208,3.7190620517570356
2013-02-01,3.5901926613571042,3.4671771515254712,3.711522497492738
2013-03-01,5.267392525887957,5.145021629485338,5.3913486529744725
2013-04-01,6.205317743602526,6.085400458553552,6.325945652580597
2013-05-01,6.492285344321587,6.377840693330605,6.6130292977975325
2013-06-01,7.526893241183794,7.408665593331937,7.6453511364111275
2013-07-01,7.521633608655273,7.395643422458805,7.643104708156804
2013-08-01,6.481502017612002,6.357830668299328,6.606288072321631
2013-09-01,5.2459611557571675,5.13097291263629,5.362509623045306
2013-10-01,4.983618212433759,4.867998016827231,5.098259711096432
2013-11-01,4.720807208598027,4.598339820733157,4.832498083029482
2013-12-01,5.3008768503038945,5.18140037694382,5.423814775601083
2014-01-01,3.5691666193407285,3.4499005215190723,3.6943115994623903
2014-02-01,3.568815162649587,3.449363843123159,3.6891817136873524
2014-03-01,5.250486969298902,5.126716137572077,5.3738041390905344
2014-04-01,6.185076611806506,6.05399562430973,6.303618466002482
2014-05-01,6.463707096994677,6.3453193871465325,6.582022529654881
2014-06-01,7.493587369557854,7.3753110342586945,7.612106132911878
2014-07-01,7.480650183578131,7.361528651813414,7.6068520710255125
2014-08-01,6.434007817898618,6.316508267669678,6.563960079920342
2014-09-01,5.190685702422037,5.072334512710018,5.320101408253703
2014-10-01,4.925843917538513,4.805854691443381,5.049587795880704
2014-11-01,4.661334249122964,4.545999686574269,4.781139392692814
2014-12-01,5.244175260151545,5.1239702011230435,5.35751819115279
2015-01-01,3.4908517379711634,3.3698733905554117,3.6138173208853113
2015-02-01,3.48802736772705,3.3701556050975245,3.614490610986349
2015-03-01,5.180011796481686,5.067564818494484,5.297062152403697
2015-04-01,6.1158340218009934,6.000203856248153,6.233752327132967
2015-05-01,6.3940758741208485,6.268797896704536,6.522027957177058
2015-06-01,7.42383080600562,7.307523339105357,7.541295451110644
2015-07-01,7.410511336001222,7.293920807215187,7.536451248730827
2015-08-01,6.361318522756352,6.249500940267884,6.49042111355718
2015-09-01,5.115366453967243,4.997425599171772,5.232164259183234
2015-10-01,4.853776265996132,4.729812719079016,4.96972568414182
2015-11-01,4.593169223407578,4.478179508739091,4.7129735998063484
2015-12-01,5.184980847193228,5.060247695514549,5.302366038904383
2016-01-01,3.41763610402005,3.2950096105673623,3.5330138355809106
2016-02-01,3.4173547324314404,3.294561060789665,3.546940740500493
2016-03-01,5.1063712306109865,4.986789241598038,5.229366294332302
2016-04-01,6.036974417459295,5.908320088793906,6.15662937312798
2016-05-01,6.324675947776281,6.194593383344476,6.44875140219114
2016-06-01,7.352538271396917,7.243051769914559,7.478539247880167
2016-07-01,7.349848573129696,7.232299334497754,7.46669194375552
2016-08-01,6.307395666267657,6.189354985843443,6.429796606645544
2016-09-01,5.071951523354691,4.956826292100408,5.184167042350116
2016-10-01,4.805157142523347,4.686297893235032,4.920220363658197
2016-11-01,4.5365329733318065,4.417636540965765,4.65651917990594
2016-12-01,5.106391823822017,4.983623365551228,5.225880692099346
2017-01-01,3.3898047707670864,3.2684508015069613,3.5215560513102524
2017-02-01,3.3828587746954124,3.268013661660254,3.503298412796166
2017-03-01,5.056494650154085,4.926953087775838,5.172404466446718
2017-04-01,5.990474022824251,5.871112806503269,6.12577781670958
2017-05-01,6.273623063822941,6.161337897211335,6.398025105460528
2017-06-01,7.30428511564063,7.185417198376733,7.428915097668104
2017-07-01,7.296257552109572,7.177972653215944,7.424656032124168
2017-08-01,6.253265765696645,6.134688816766312,6.378485282710421
2017-09-01,5.014864708472459,4.893182065691176,5.13024547060631
2017-10-01,4.749753840889374,4.631313057893187,4.871989641534609
2017-11-01,4.4840826486521355,4.365155314031927,4.6018855917711825
2017-12-01,5.0613843660984426,4.947202016971714,5.185911859658037
2018-01-01,3.3268139467337576,3.206397025308469,3.4393649772346153
2018-02-01,3.323602301641074,3.2060458864582615,3.4428843547504333
2018-03-01,5.006843443811001,4.883444177725163,5.132930661696946
2018-04-01,5.943170564930914,5.822473433737332,6.0595774150311446
2018-05-01,6.2521376391713375,6.124625352779984,6.3719520205449145
2018-06-01,7.313365720421732,7.188622739385428,7.432155655881447
2018-07-01,7.3307651234941265,7.212648395721024,7.449256630016167
2018-08-01,6.315470566502,6.196241216011381,6.448939888250407
2018-09-01,5.103496259712502,4.989581932245199,5.216484665261161
2018-10-01,4.869087261463926,4.75078251175764,4.988310489753512
2018-11-01,4.63602480590445,4.516592811653744,4.759796680456141
2018-12-01,5.249298603567779,5.1344477279491985,5.372181583877213
2019-01-01,3.529634620129282,3.403398236642709,3.6455251468823286
2019-02-01,3.5604697886271763,3.4389298024354145,3.689093212740397
2019-03-01,5.28285638140707,5.17225552006431,5.400668923687215
2019-04-01,6.252338145468482,6.128331599219147,6.370310740375796
2019-05-01,6.562321224428752,6.45072959399392,6.677189878692389
2019-06-01,7.624875423842061,7.510017643253419,7.749932061408645
2019-07-01,7.643297180478102,7.517177085936983,7.766807602776831
2019-08-01,6.518988385651035,6.393772292001182,6.6333216342889525
2019-09-01,5.197920335279529,5.070636427098908,5.307483131530462
2019-10-01,4.863637261906337,4.7337284968303965,4.982716658551053
2019-11-01,4.527914237735452,4.407769463520327,4.653797333250466
2019-12-01,5.046088473053589,4.934493936980305,5.163288802348159
2020-01-01,3.2026517617971964,3.080902774191278,3.323801974262037
2020-02-01,3.126278422124905,3.008132874111635,3.2438303127844694
2020-03-01,4.835010083178891,4.701449324572801,4.957768421776651
2020-04-01,5.786688099306385,5.656800394978599,5.902028576366933
2020-05-01,6.094784625699914,5.975357975869554,6.219232160635925
2020-06-01,7.143721778599684,7.027303240838535,7.27375974984447
2020-07-01,7.1614270764092325,7.03774453194705,7.275768270503762
2020-08-01,6.14004892140402,6.021685030458617,6.254803874528861
2020-09-01,4.9256795303473275,4.81098812747338,5.051341224873439
2020-10-01,4.679280070667712,4.55535743814089,4.799541240052282
2020-11-01,4.431730653332827,4.300659500828015,4.549962836224806
2020-12-01,5.021984424974806,4.899344065434578,5.13623417019736
2021-01-01,3.3264721237764983,3.1980610609222846,3.4451191108752406
2021-02-01,3.3406008795615145,3.2229717403792626,3.4571966902217914
2021-03-01,5.033271526409089,4.908809647844622,5.165173672547476
2021-04-01,5.988325110259874,5.8632600153838945,6.109516035016465
2021-05-01,6.291868549175342,6.160701221078967,6.409153861935362
2021-06-01,7.34360481217377,7.230409376268591,7.470979989878211
2021-07-01,7.355971646559221,7.230531663418387,7.477187709398859
2021-08-01,6.334054071327033,6.21359842123457,6.44668660053275
2021-09-01,5.116727225283613,4.989348661836921,5.230125670199978
2021-10-01,4.872010748874036,4.743917733663201,4.995001786512475
2021-11-01,4.627413760849425,4.513833599172474,4.756783687758994
2021-12-01,5.22510986946932,5.108277615752346,5.342399881166214
2022-01-01,3.5116136543172907,3.3977585213633317,3.6274714145358002
2022-02-01,3.5294762134370288,3.40808489429805,3.6501315157311036
2022-03-01,5.2317521207027635,5.103247544015335,5.347545161674545
2022-04-01,6.189153446035309,6.069348298937071,6.304223570587387
2022-05-01,6.4898597533123015,6.363529152187045,6.607464672546182
2022-06-01,7.542551708700524,7.4155412499419775,7.659692148678425
2022-07-01,7.551690344809428,7.430176251500889,7.673470290279609
2022-08-01,6.527859661955104,6.401628966427077,6.649423537586497
2022-09-01,5.3073492293034175,5.187305359428008,5.437555981447837
2022-10-01,5.064679464091313,4.941943494247346,5.190036714071532
2022-11-01,4.823080882669747,4.698053686771105,4.944205552906353
2022-12-01,5.428093913369583,5.305354427237822,5.548823346541804
2023-01-01,3.697681478182905,3.580024466405106,3.8181178462726786
2023-02-01,3.717768194932587,3.5975531295564043,3.844217275547873
2023-03-01,5.430446508713917,5.30824642615178,5.548707812573693
2023-04-01,6.389179821027112,6.275853531007421,6.503132237466275
2023-05-01,6.68876117248903,6.573387074890714,6.807626853836821
2023-06-01,7.740566920153743,7.622212970804722,7.864941057261132
2023-07-01,7.748586949291694,7.627796340705843,7.861949002425783
2023-08-01,6.721444951827033,6.600189659656495,6.848581928531533
2023-09-01,5.497543698818075,5.362729356683204,5.614576844741203
2023-10-01,5.2572930099890955,5.141430810842048,5.3789508199926
2023-11-01,5.018736783180714,4.894401346367199,5.1398185076730485
2023-12-01,5.630943403042913,5.513980817557674,5.759706124678167
2024-01-01,3.8846734891490615,3.767051795481768,4.001051814194832
2024-02-01,3.9054669468390886,3.7832292324487344,4.029624562553426
2024-03-01,5.614198607893037,5.489960789614394,5.741017661742958
2024-04-01,6.565876624020448,6.439736128431785,6.705041394528661
2024-05-01,6.87397315041403,6.745290593039575,6.995823285172221
2024-06-01,7.922910303313748,7.798500889329769,8.052486045047685
2024-07-01,7.940615601123255,7.802682827295943,8.08141180670826
2024-08-01,6.919237446118151,6.775640959387035,7.072327253445256
2024-09-01,5.704868055061533,5.555365469625958,5.859198587987302
2024-10-01,5.458468595381919,5.305517761265041,5.624664100341225
2024-11-01,5.2109191780470505,5.043706508958313,5.387488077799036
2024-12-01,5.801172949688955,5.605237879698963,5.99063039088106
2025-01-01,4.105660648490588,3.9171910461425683,4.328480536803406
2025-02-01,4.119789404275556,3.9084267097500445,4.347113597093052
2025-03-01,5.812460051123259,5.566144343752037,6.06474145316402
2025-04-01,6.767513634974074,6.513634922366511,7.0345622891769
2025-05-01,7.071057073889432,6.801248030303785,7.362434647888718
2025-06-01,8.122793336887941,7.820468223951936,8.438710156407126
2025-07-01,8.135160171273563,7.809468716733726,8.47637256714972
2025-08-01,7.1132425960412276,6.769242960138217,7.463328337973332
2025-09-01,5.895915749997641,5.50488681204218,6.281110208217906
2025-10-01,5.6511992735882055,5.257763799133423,6.045915705155481
2025-11-01,5.406602285563674,4.990050203964289,5.839311012016732
2025-12-01,6.004298394183423,5.525600174262734,6.453703903654336
2026-01-01,4.290802179031706,3.7814059648592377,4.74309134745535
2026-02-01,4.308664738151609,3.7759280497955445,4.86643005510483
2026-03-01,6.010940645416954,5.453998062750049,6.556825278372282
2026-04-01,6.968341970749514,6.371625026301661,7.548077419880894
2026-05-01,7.269048278026522,6.658905289992246,7.886345318487861
2026-06-01,8.321740233414754,7.673326538425074,8.961850933549709
2026-07-01,8.330878869523694,7.6544296956254545,9.04093178300357
2026-08-01,7.307048186669185,6.56295439145986,8.04486805732624
2026-09-01,6.086537754017705,5.311950858020992,6.854173294914345
2026-10-01,5.843867988805542,5.056731877214521,6.654304747428636
2026-11-01,5.602269407383851,4.725115297254349,6.443480319745451
2026-12-01,6.20728243808384,5.332941805415384,7.054165270155981
